ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0050770	GO:0050770	regulation of axonogenesis	23/1145	120/13131	0.191666666666667	2.19805676855895	4.07484085096681	0.000245640050188979	0.03625358152495	0.0326860970808741	2048/57463/10500/1942/80128/5979/4135/8408/1949/5802/84446/10505/65078/23654/2803/5364/6405/6091/6474/2049/23105/5365/55558	23
GO:0007264	GO:0007264	small GTPase-mediated signal transduction	61/1145	447/13131	0.136465324384787	1.56500102576126	3.75640881377255	0.000279616461676937	0.0400890115627106	0.0361441068357136	2782/57449/55160/2048/1435/6016/7042/84033/58480/221002/5662/85442/8567/6494/9828/408/54734/283455/23348/23263/376267/440193/10125/398/6236/2064/51195/10900/4804/10672/201475/23526/25959/199731/388/50649/6714/50861/65078/9620/9901/9922/5364/1795/6091/22808/5912/153478/2149/8936/10156/23221/89846/153090/9649/84253/10044/5900/4851/23096/139818	61
GO:0048167	GO:0048167	regulation of synaptic plasticity	28/1145	161/13131	0.173913043478261	1.99445604708563	3.92397753755905	0.000308117479167999	0.0429481530684727	0.0387218984053818	2048/9066/91683/4776/3706/4130/112476/4355/1636/5864/6543/8541/84446/3745/7533/9215/9145/85358/27065/2149/392862/7425/575/23237/116443/2902/6855/23096	28
GO:0003007	GO:0003007	heart morphogenesis	35/1145	219/13131	0.159817351598174	1.83280492911408	3.84119677351324	0.000321911445326508	0.0430519330780558	0.0388154660840939	9249/26508/1942/9095/7042/7481/2013/161882/4669/2535/8313/57534/4087/3643/6261/7040/7137/3398/1386/655/54345/7134/6091/6474/53834/4487/3516/10427/1832/10370/6608/6604/7046/1289/4851	35
GO:0001503	GO:0001503	ossification	50/1145	350/13131	0.142857142857143	1.63830318153462	3.74090417401019	0.000334249487696689	0.0430519330780558	0.0388154660840939	9249/656/64175/79639/1435/5087/3481/90993/4054/10312/3636/7481/30812/79412/5595/55512/10140/8313/2194/4087/10272/3727/1050/6261/7040/54795/3398/91461/525/6670/4880/9770/58476/655/875/83999/7477/5600/8994/5364/6474/8646/2261/3516/222663/3486/43/6608/642658/4851	50
GO:0003184	GO:0003184	pulmonary valve morphogenesis	7/1145	17/13131	0.411764705882353	4.72216799383509	4.74625219634776	0.000334600516150693	0.0430519330780558	0.0388154660840939	26508/7042/64220/4087/4772/6091/4851	7
GO:0042490	GO:0042490	mechanoreceptor differentiation	14/1145	58/13131	0.241379310344828	2.76816744466195	4.17107237857735	0.000356549957845147	0.0447291922116737	0.0403276768110116	4610/64072/3784/4647/3714/4669/2535/124590/4909/494513/3516/10427/1687/4851	14
GO:0003231	GO:0003231	cardiac ventricle development	21/1145	108/13131	0.194444444444444	2.22991266375546	3.96669309684866	0.000366945031769977	0.0449104919371157	0.0404911359832442	7798/26508/7042/7481/64220/161882/4669/2535/7040/7137/3398/7134/6091/53834/3516/1832/5754/10370/6604/7046/4851	21
GO:0060349	GO:0060349	bone morphogenesis	18/1145	87/13131	0.206896551724138	2.37271495256738	3.97038448667077	0.000432296900998666	0.0496210043903122	0.0447381168571169	9249/4054/3636/5916/59341/1112/55512/8313/7040/1386/4880/875/6474/2261/4487/10370/5447/642658	18
GO:0010721	GO:0010721	negative regulation of cell development	34/1145	214/13131	0.158878504672897	1.8220381177815	3.74727859873038	0.000434878977698732	0.0496210043903122	0.0447381168571169	63976/2048/79727/10500/80128/9283/7832/8408/4776/161882/1949/2064/6776/2302/10272/5802/3718/1050/7040/3398/10505/4880/655/140685/65078/7533/6405/2624/7098/23105/9444/54542/4851/55558	34
GO:0003198	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	6/1145	13/13131	0.461538461538462	5.2929795095734	4.78624194175018	0.000435098484092016	0.0496210043903122	0.0447381168571169	26508/7042/4487/3516/7046/4851	6
